name,adress,lattitude,longitude
Образовательный комплекс Юго-Запад,"ул. Дмитрия Ульянова, д. 26",55.684884,37.576133
Кадетская школа-интернат № 1 Первый Московский кадетский корпус,"улица Вучетича, дом 30, строение 1",55.815741,37.559685
Школа имени В.В. Маяковского,"ул. 1-я Дубровская, д. 16",55.723268,37.671624
"Колледж Архитектуры, Дизайна и Реинжиниринга № 26","ул. Цимлянская, д. 7, стр.1",55.668686,37.76999
Образовательный комплекс градостроительства Столица,"ул. Академика Петровского, д. 10",55.718953,37.60735
Школа № 1222 имени Маршала Советского Союза И.Х. Баграмяна,"Нижегородская улица, дом 67",55.732352,37.720043
Частная школа «Новое Образование» с дошкольным отделением,ул. Верхняя Хохловка д 1/7,55.733827,37.716432
Школа № 1186 имени Мусы Джалиля,"Белореченская улица, дом 19, корпус 2",55.672001,37.767591
"Школа № 439 Интеллект, СП СОШ № 1222","ул. Басовская, д. 7",55.738966,37.741288
Школа № 1524,"улица Гурьянова, дом 6, корпус 2",55.690872,37.71998
Школа № 1228 Лефортово,"Авиамоторная улица, д. 42",55.740669,37.720322
Школа № 1321 Ковчег,"Авиамоторная улица, д. 30а, к. 1",55.744667,37.719334
Школа № 1363,"Рязанский проспект, д. 82, к. 4",55.707588,37.823745
Школа № 1421 (СОШ им. Чуйкова),"улица Васильцовский Стан, д. 4",55.713253,37.753146
Школа имени Артема Боровика,"Братиславская улица, д. 4",55.665203,37.751314
Школа № 1793 имени Героя Советского Союза А.К. Новикова,"Жулебинский бульвар, д. 38",55.683894,37.847829
Школа № 1987,"Москва ул. Белореченская д. 36, к. 1",55.660541,37.776269
Школа № 2010 имени героя Советского Союза М.П. Судакова,"Белореченская улица, д. 8",55.672529,37.764276
Школа № 2087 Открытие,"улица Перерва, д. 44",55.651516,37.735566
Школа № 2089,"1-я Вольская улица, д. 9, к. 3",55.684346,37.920808
Марьинская школа № 1566 памяти Героев Сталинградской битвы,"Люблинская улица, дом 173А",55.647671,37.748681
Школа № 1208 имени Героя Советского Союза М.С. Шумилова,"ул. Зеленодольская, д. 33, корп. 3",55.707765,37.771211
Школа с углубленным изучением отдельных предметов № 1366,"ул. 1-ая Вольская, д.22, корп 2",55.682503,37.92644
Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова,"Белореченская ул., д.11",55.672062,37.769666
Школа на Юго-Востоке имени Маршала В.И. Чуйкова,"ул. Зеленодольская, д. 32, корп. 6",55.711584,37.766738
Школа № 1386,"Васильцовский пер., д. 1",55.716346,37.748996
Школа № 1935,"ул. Авиаконструктора Миля, д. 18, корп. 2",55.680488,37.855383
Школа № 2012 Миротворец (СП СОШ 1357),"ул. Верхние поля, д. 47, к. 1",55.666853,37.777967
Школа № 2090 имени Героя Советского Союза Л.Х. Паперника,"ул. 1-я Новокузьминская, д. 21",55.714389,37.792411
Школа № 2129 имени Героя Советского Союза П.И. Романова,"2-й Южнопортовый пр., д. 11, стр. 1",55.700207,37.682862
Школа № 654 имени А.Д. Фридмана,"Юных Ленинцев, д.35, к.2",55.700775,37.744648
Школа № 641 имени Сергея Есенина,"Волгоградский проспект, дом 66, корпус 4",55.704443,37.75691
Школа № 1547,"ул. Белореченская, д. 47, корпус 1",55.661928,37.777104
Школа № 1359 имени авиаконструктора М.Л. Миля,"Пронская улица, дом 4, корпус 1",55.701501,37.84534
Школа № 1367,"улица Васильцовский Стан, дом 6",55.714653,37.752176
"Московский Химический Лицей № 1303, СП школы на Юго-Востоке им. Маршала В.И. Чуйкова","Таможенный проезд, дом 4",55.751852,37.67917
Школа № 1344 с углубленным изучением химии и биологии (СП СОШ № 1420),"Чугунные Ворота ул., д. 11",55.695012,37.799876
Школа № 1357 На Братиславской,"Перервинский бульвар, дом 10, корпус 1",55.66014,37.764654
Школа № 1420,"ул. Ташкентская, д. 21, корп. 2",55.700796,37.814878
Школа № 491 Марьино,"Новочеркасский блв., д. 19",55.649048,37.722487
Школа № 1595,"2-я Вольская ул., д. 7, к. 2",55.688121,37.923116
Школа с углубленным изучением отдельных предметов № 415,"Танковый пр., д. 3А, стр. 1",55.757364,37.689779
Школа № 1256 имени Героя Советского Союза И.С. Полбина,"ул. Полбина, д. 44",55.680265,37.727023
Школа с углубленным изучением английского языка № 1319,"Мячковский блв., д. 21",55.652283,37.760045
Школа Кузьминки,"Есенинеский блв., д.14, к. 2",55.700547,37.774813
Школа с углубленным изучением отдельных предметов № 1393 Школа РОСТ," Ферганский пр., д. 10, корп. 5",55.697681,37.820062
Школа № 329 имени Героя Советского Союза А.С. Хлобыстова,"4-Вешняковский пр., д. 1, корп. 2",55.718689,37.792941
Школа № 338 имени Героя Советского Союза А.Ф. Авдеева,"ул. Мариупольская, д. 3",55.674966,37.741351
Школа Содружество,"ул. Красноказарменная, д. 11",55.757394,37.701017
Школа № 484 имени дважды Героя Советского Союза В.И.Попкова,"11-я ул. Текстильщиков, д. 6",55.70601,37.742124
Школа № 572 Возможности,"Тихорецкий б-р, д. 8 а",55.678895,37.771463
Школа № 687,"1-ая ул. Текстильщиков, д. 16",55.701227,37.740938
Школа Спектр,"ул. Гурьянова, д. 33",55.683945,37.719648
Школа № 773 Центр образования Печатники,"ул. Полбина, д. 18",55.688,37.729359
Школа № 777 имени Героя Советского Союза Е.В. Михайлова,"ул. Маёвок, д.4",55.728368,37.770034
Школа № 825,"ул. Окская, д. 16, корп. 3",55.710854,37.757278
Школа № 913 имени Героя Советского Союза С.Ф. Шутова,"ул. Степана Шутова, д. 8, корп. 3",55.674255,37.809686
Школа № 1143,"ул. Краснодарская, д. 9",55.67825,37.742276
Школа имени Ф.М. Достоевского,"ул. Краснодонская д.2, корп.4",55.686335,37.75108
Школа № 1394 На набережной,"Батайский пр., д. 47",55.643917,37.737623
Школа № 1423,"Перервинский блв., д.5, корп. 3",55.663679,37.767492
Школа № 1460,"ул. Привольная, д. 37",55.691542,37.851242
Школа № 1716 Эврика-Огонек,"ул. Верхние поля, д. 40, корп. 2.",55.665259,37.774517
Школа № 1877 Люблино,"Москква, ул. Краснодонская д. 40",55.668787,37.745933
Школа № 1905,"ул. Маршала Полубоярова, д. 22",55.68259,37.860019
Школа № 1908,"ул. Привольная,  д. 41",55.689162,37.84976
Школа № 1909 имени Героя Советского Союза А.К. Новикова,"ул. Маршала Полубоярова, д. 12",55.686462,37.862282
школа № 1959 Дети мира,"Перервинский блв., д.16, корп.1",55.655427,37.76981
Школа № 1989 Центр образования,"ул. Белореченская, д. 45, корп. 2",55.66372,37.776412
Школа № 1996,"Москва Капотня, 5-й квартал, д. 28",55.63158,37.797334
Школа № 2051,"просп. Защитников Москвы, д. 9, корп. 2",55.701668,37.918544
Школа № 2053,"ул. Покровская, д. 35",55.705721,37.919002
Школа № 2088 Грайвороново,"Волжский блв., д. 6, к. 3",55.717492,37.736896
Школа № 2092 имени И.Н.Кожедуба,"ул. Марьинский парк, д. 37",55.667934,37.789393
Школа Марьино имени маршала авиации А.Е. Голованова,"Батайский пр., д. 21",55.643287,37.718732
Школа № 2121 имени Маршала Советского Союза С.К. Куркоткина,"ул. Ставропольская, д. 20",55.67926,37.751987
Московский образовательный комплекс имени Виктора Талалихина,"ул. Полбина, д. 72, стр.1",55.668005,37.721265
Школа №2048,"улица Липчанского, дом 6А",55.703718,37.938181
Первый Московский Образовательный Комплекс,"ул. Тихомирова, д.10, корп.1",55.883772,37.652445
Московский колледж архитектуры и градостроительства,"Анадырский пр., д. 79, стр.1-2",55.884115,37.712812
Многопрофильная школа № 1955,"Тайнинская улица, дом 15, корпус 3",55.884822,37.683266
Школа № 285 имени В.А. Молодцова,"Ясный проезд, дом 21",55.877602,37.618273
Московский кадетский корпус Героев Космоса № 1783 (СП СОШ № 1220 с кадетскими классами),"ул. 3-я Новоостанкинская, д.6",55.817537,37.626654
Школа № 1095,"Енисейская улица, дом 32, корпус 3",55.872193,37.670483
Школа № 962,"улица Санникова, дом 3, корпус 3",55.859494,37.592923
Школа № 1188 (СП СОШ № 1955),"1-я Напрудная улица, дом 13",55.879884,37.691064
Школа № 1568 имени Пабло Неруды,"проезд Шокальского, д. 7, корпус 2",55.874511,37.642887
Школа № 760 имени А.П. Маресьева,"Ярославское шоссе, д. 147",55.880884,37.72034
Школа № 950,"улица Декабристов, д. 26а",55.86056,37.608895
Школа № 956,"Заповедная улица, д. 22",55.867465,37.642644
Школа № 967,"Сухонская улица, д. 13",55.878667,37.6524
Многопрофильная школа № 1537 Информационные технологии,"улица Проходчиков, дом 9",55.874258,37.719172
Многопрофильная школа № 1449 имени Героя Советского Союза М.В. Водопьянова,"Угличская улица, д. 6а",55.894636,37.570159
Школа № 1494,"Большая Марфинская улица, д. 1, к. 5",55.827808,37.592087
Школа № 1558 имени Росалии де Кастро,"Чукотский проезд, дом 6",55.868162,37.654089
Школа Глория,"Белозерская улица, д. 12",55.895615,37.616207
Школа № 1503,"ул. Павла Корчагина, д. 18",55.818007,37.662794
Школа № 1506,"ул. Широкая, д. 1А",55.88976,37.6509
Школа № 1518,"проспект Мира, дом 87",55.803646,37.635107
Школа № 1531 имени С. К. Годовикова,"улица Годовикова, дом 4, строение 3",55.803702,37.633068
Школа № 1539,"ул. Староалексеевская, д. 1",55.810324,37.641836
Школа № 1554,"улица Пестеля, дом 5",55.864439,37.613485
Школа Свиблово,"улица Седова, дом 4, корпус 1",55.852799,37.642186
Школа № 1573,"Псковская улица, дом 11",55.906623,37.552957
Гимназия МИИТ,"3-я Мытищинская улица, дом 12, строение 1",55.803175,37.645025
Школа Многопрофильный комплекс (ШМК) Бибирево,"ул. Коненкова, д. 8А",55.889649,37.610206
Школа № 1370,"ул. Костромская, д. 14, к. 1",55.883989,37.594405
Школа № 1381,"Янтарный пр., д. 2",55.872794,37.691647
Школа № 1413,"ул. Белозерская, д. 15",55.896847,37.617545
Школа № 1415 Останкино,"Останкинская 1-я ул., д. 29",55.824728,37.624525
Училище олимпийского резерва № 4 им. А.Я. Гомельского,"улица Лескова, дом 25А",55.893172,37.621615
Школа № 1412,"ул. Мурановская, д. 4 А",55.890977,37.60169
Школа № 281,"ул. Радужная, д. 7",55.859266,37.668426
Школа № 293 имени А.Т. Твардовского,"ул. Ярославская, д. 27",55.827403,37.653128
Школа № 763,"ул. Стартовая, д. 27, корп. 3",55.884232,37.693471
Школа № 1482,"ул. Заповедная, д. 12",55.867051,37.635377
Школа № 1499 имени Героя Советского Союза Ивана Архиповича Докукина,"ул. Ростокинская, д. 3",55.835432,37.660727
Университетская школа МГПУ,"2-й Сельскохозяйственный проезд, дом 4, корпус 1",55.833602,37.64348
Школа № 1236 имени С.В. Милашенкова,"улица Яблочкова, дом 35Г",55.824632,37.575055
Школа № 1411,"Северный бульвар, дом 1А",55.866531,37.601367
Школа Марьина Роща имени В.Ф. Орлова,"Октябрьская улица, дом 81",55.795909,37.611958
"Московский Шереметьевский кадетский корпус, МШКК (Кадетская школа № 1778)","ул. Коминтерна, д. 52",55.873799,37.696364
Многопрофильная школа № 1220,"Аргуновская улица, дом 12, корпус 2, строение 1",55.817633,37.621094
Школа № 1568 имени Пабло Неруды с углубленным изучением испанского и английского языков (СП №2),"проезд Шокальского 11, корпус 3",55.874264,37.641602
Многопрофильная школа № 1577,"Ярославское шоссе, д. 8, к. 6",55.852789,37.690426
Школа ШИК 16,"проспект Мира, д. 123",55.825027,37.643381
Школа № 1416 Лианозово,"ул. Новгородская, д. 8",55.893445,37.581388
Школа № 166,"Алтуфьевское шоссе, д. 97, корп. 3",55.903448,37.584002
Школа № 283,"ул. Широкая, д.21А",55.88928,37.670932
Школа № 305,"Путевой пр., д. 10А",55.875455,37.580014
Школа № 709,"ул. 9-я Северная линия, д. 1, к. 2.",55.935113,37.556307
Школа № 953,Шенкурский пр. 15,55.896251,37.589823
Школа № 1430 имени Героя Социалистического Труда Г.В. Кисунько,"ул. Новгородская, д. 21 А",55.900567,37.578029
Школа № 2044,"Дмитровское шоссе, д. 165Е, к. 8",55.926993,37.542671
Курчатовская школа,"улица Маршала Василевского, дом 7, корпус 1",55.80438,37.470913
Школа № 2097,"Аэродромная улица, дом 9",55.84674,37.430139
Школа № 138,"ул. Генерала Глаголева, д. 10, корп. 2",55.781185,37.46458
Школа № 1560 Лидер,"улица Маршала Тухачевского, дом 17, корпус 3",55.780502,37.48384
Школа № 1564 имени Героя Советского Союза А.П. Белобородова,"улица Рословка, дом 8",55.830255,37.360457
Школа № 1571,"улица Фомичёвой, дом 1, корпус 1",55.857457,37.446883
Школа № 1089 Коллаж (СП школы № 138),"ул. Берзарина, 19, корп. 2",55.786571,37.476339
Школа № 1358,"Пятницкое шоссе, дом 45, корпус 2",55.856492,37.34682
Школа № 1517,"Живописная улица, дом 11, корпус 1",55.785078,37.453163
Школа № 1519,"ул. Маршала Катукова, д. 21, к. 2",55.80739,37.412496
Школа № 1522 имени В.И. Чуркина,"ул. Народного Ополчения, д.16, корп. 4.",55.772846,37.482214
Школа № 1538,"Новотушинский проезд, дом 8, корпус 2",55.839749,37.381405
Школа № 1544,"ул. Пенягинская, д. 14",55.836059,37.359513
Школа № 1551,"ул.Свободы, д. 42, корп.2.",55.846558,37.456037
Школа № 1619 имени М.И. Цветаевой,"ул. Таллинская, д. 20, корп. 4.",55.797063,37.40486
Школа № 1210,"ул. Гамалеи, д. 17, корп. 1.",55.800195,37.457124
Школа № 1302,"ул. Исаковского, д. 29, корп. 1",55.806616,37.41935
Кадетский корпус Колледжа полиции,"ул. Маршала Тухачевского, дом 46",55.786354,37.465712
Школа № 1298 Профиль Куркино,"ул. Юровская, д. 97.",55.900128,37.382393
Школа № 1747,"3-й Митинский пер., д. 12, корп. 1",55.846249,37.3523
Школа № 1900,"ул. Дубравная, д. 41, к. 3",55.841397,37.361211
Школа № 1286,"улица Героев Панфиловцев, дом 15",55.856694,37.42686
Школа-интернат №11 с углубленным изучением китайского языка (СП СОШ № 1517),"Карамышевская набережная, 38",55.769524,37.47156
Школа № 1285,"Вишнёвая улица, дом 20, корпус 1",55.833814,37.448662
Школа № 1387,"Соколово-Мещерская улица, дом 27",55.903973,37.382825
Школа № 1944,"ул. Барышиха, дом 17, корп.1",55.842378,37.349183
Школа № 1399,"улица Вилиса Лациса, дом 33, корпус 2",55.858589,37.410088
ГБОУ школа № 1212 Щукино,"улица Маршала Рыбалко, дом 14",55.799133,37.487164
Школа № 86 имени М.Е. Катукова,"ул. Маршала Катукова, д. 12 корп. 3.",55.807319,37.40274
Дворец творчества детей и молодежи Неоткрытые острова,"Ангелов пер., д. 2, корп.2.",55.855007,37.348482
Московский государственный образовательный комплекс,"ул. Вишневая, д. 5",55.828576,37.444736
Школа № 1515,"ул. Народного Ополчения, д. 27, корп. 2.",55.780461,37.477336
Школа № 69 имени Б.Ш. Окуджавы,"ул. Кулакова, д. 2, корп. 2.",55.815782,37.398464
Школа № 89 имени А.П. Маресьева,"ул. Кулакова, д.12, корп.2.",55.810284,37.394772
Школа № 705,"ул. Кулакова, д.25, корп.2 .",55.802305,37.394934
Школа № 827,ул. Героев Панфиловцев д. 35 корп. 2.,55.855047,37.413322
Школа № 830,"ул. Большая Набережная, 23",55.833091,37.459352
Школа № 883,"Москва. ул. Планерная, д. 5, корп. 2",55.860438,37.431522
Школа № 1005 Алые паруса,"ул. Авиационная, д. 71, к. 3",55.807117,37.452327
Школа № 1056,"ул. Штурвальная, д.7, корп. 2.",55.848316,37.444018
Школа № 1155,"ул.Таллинская, д.16, корп. 4",55.79681,37.400791
Школа № 1190,"Пятницкое шоссе, д. 25 корп. 3.",55.847503,37.364939
Школа № 1191,"ул. Митинская, д.48, корп.2.",55.850833,37.357762
Школа № 1874,"ул. Маршала Новикова, д. 13",55.803074,37.463143
Школа № 1985,"ул. Ландышевая, д. 8.",55.886963,37.392248
Школа № 2005,"ул. Родионовская, д. 6/7",55.894515,37.397575
Школа № 1557 имени Петра Леонидовича Капицы,"Зеленоград, корпус 509",55.998,37.231566
Школа № 1528 имени Героя Советского Союза И.В. Панфилова,"Зеленоград, корп. 817",55.976302,37.190765
Школа № 1194,"Зеленоград, корп. 1556",55.979903,37.153691
Школа № 2045,"Зеленоград, корп.2312",55.967809,37.191142
Школа № 853,"Зеленоград, корпус 913А",55.985005,37.192247
Школа № 1151,"Зеленоград, корпус 1469",55.987442,37.155614
Школа № 1912 имени Бауыржана Момышулы,"Зеленоград, корпус 1816",55.9822,37.164956
Школа № 1353 имени генерала Д.Ф. Алексеева,"Зеленоград, Берёзовая аллея, дом 8А",55.995282,37.202524
Школа № 609,"Зеленоград, корп. 314",55.997985,37.220921
Школа № 618,"Зеленоград, корп. 429А",55.993877,37.207653
Школа № 718,"Зеленоград, корпуc 1214",55.993248,37.192687
Школа № 719,"Зеленоград, кор. 921 А",55.984557,37.186138
Школа № 842,"Зеленоград, к. 142",56.005848,37.211821
Школа № 852,"124460. Зеленоград, корп.1115",55.997149,37.186138
Школа № 854,"Зеленоград, корп.603А",55.991531,37.228314
Школа № 1150 имени дважды Героя Советского Союза К.К. Рокоссовского,"Зеленоград, корп. 1609",55.975531,37.153323
Школа № 1692,"Зеленоград, корп.1016",55.987352,37.176518
Школа № 1739,"Зеленоград, к. 1555",55.981006,37.153682
Школа Летово,"пос. Сосенское, ул. Зимёнковская, д.3",55.557536,37.422674
Школа № 1392 имени Д.В. Рябинкина,поселок Ватутинки-1,55.505546,37.332097
Школа № 1788,"улица Авиаконструктора Петлякова, дом 17",55.622039,37.309208
Школа № 2057,"дачный посёлок Кокошкино, Дачная улица, дом 3А",55.597821,37.160788
Школа № 2065,"Московский, 3-й микрорайон, дом 8",55.595506,37.346802
Школа № 2070,"посёлок Коммунарка, Фитарёвская улица, дом 9А",55.571958,37.480669
Школа № 2083,"посёлок Знамя Октября, микрорайон «Родники», дом 11",55.469255,37.541
Школа № 2120,"улица Атласова, дом 7, корпус 3",55.600776,37.360295
Школа № 2117,"Щербинка, улица 40 лет Октября, дом 5/1",55.511771,37.57006
Школа № 2122,"Щербинка, улица Авиаторов, дом 9",55.514773,37.531118
Образовательный комплекс Юго-Запад,"ул. Дмитрия Ульянова, д. 26",55.684884,37.576133
Гимназия г.Троицка,"Троицк, микрорайон «В», дом 53",55.490136,37.299695
Школа № 1391,"рабочий поселок Киевский, дом 7А",55.430222,36.870983
Школа № 2073,"посёлок ЛМС, микрорайон «Центральный», дом 34, строение 3",55.313926,37.181656
Школа № 2075,"поселение Краснопахорское, село Красная Пахра, дом 23",55.42635,37.268244
Гимназия имени Н.В.Пушкова,"Троицк, Школьная улица, дом 10",55.474362,37.300799
Физико-математический лицей № 5,"Московская область, Долгопрудный, улица Советская, дом 6.",55.93418,37.517473
Горчаковский лицей МГИМО,"Московская обл., Одинцово, ул. Ново-Cпортивная, д. 3",55.358693,37.739186
СОШ №8 г. Жуковский с углубленным изучением отдельных предметов,"Московская область, Жуковский, ул. Фрунзе, 8",55.600206,38.127402
Открытая (сменная) общеобразовательная средняя школа № 1,"Московская область, Коломна, ул. Калинина д.49",55.074592,38.776525
